"PVWatts Hourly PV Performance Data"
"Requested Location","Sarnia"
"Location","Lat, Lng: 42.97, -82.42"
"Latitude (DD)","42.97"
"Longitude (DD)","-82.42"
"Elevation (m)","180.88000488281"
"DC System Size (kW)","2491.5"
"Module Type","Premium"
"Array Type","1-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","96"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"8","4","9","775","123","23","2.3","0.12","910.365","43.643","1810311.18","1736289.441"
"8","4","10","817","132","24","1.9","0.12","923.073","46.611","1801253.181","1727552.403"
"8","4","11","837","138","25","1.5","0.12","907.161","49.192","1744602.519","1672909.099"
"8","4","12","848","138","26","1.3","0.12","900.754","51.139","1715357.958","1644700.789"
"8","4","13","842","136","26","1.3","0.12","905.047","51.271","1725431.773","1654417.649"
"8","4","14","817","134","26","1.5","0.12","917.524","50.492","1761377.468","1689089.645"
"8","4","15","777","126","25","1.8","0.12","908.753","47.768","1775431.275","1702645.47"
"8","4","16","667","125","25","2.1","0.12","824.497","44.48","1645836.414","1577642.67"
"8","4","17","318","149","24","2.3","0.12","476.341","34.85","985625.248","940825.41"
"8","4","18","405","66","22","2","0.12","331.699","30.01","691067.484","656705"
"8","4","19","65","14","21","1.8","0.11","17.277","21.372","21484.393","10847.899"
"8","4","20","0","0","20","1.6","0.11","0","20","0","0"
"8","4","21","0","0","19","1.5","0.11","0","19","0","0"
"8","4","22","0","0","19","1.4","0.11","0","19","0","0"
"8","4","23","0","0","19","1.3","0.11","0","19","0","0"
"8","5","0","0","0","19","1.2","0.11","0","19","0","0"
"8","5","1","0","0","19","1.2","0.11","0","19","0","0"
"8","5","2","0","0","19","1.2","0.11","0","19","0","0"
"8","5","3","0","0","19","1.1","0.11","0","19","0","0"
"8","5","4","0","0","19","1","0.11","0","19","0","0"
"8","5","5","0","0","20","0.9","0.11","0","0","0","0"
"8","5","6","193","61","21","0.9","0.11","179.097","26.544","365843.608","343005.098"
"8","5","7","564","90","23","0.9","0.11","651.532","43.282","1320964.387","1264282.15"
"8","5","8","684","112","24","0.8","0.11","824.432","50.268","1613314.117","1546272.767"
"8","5","9","758","126","25","1","0.11","895.52","52.005","1723430.098","1652486.901"
"8","5","10","826","121","26","1.1","0.11","909.851","52.705","1734257.386","1662930.536"
"8","5","11","130","428","27","0.9","0.11","545.298","43.73","1044871.444","997972.278"
"8","5","12","232","442","27","0.5","0.11","650.283","49.245","1218992.124","1165923.171"
"8","5","13","815","148","28","0.2","0.11","894.828","61.731","1633868.691","1566099.011"
"8","5","14","790","144","28","0.3","0.11","901.008","60.955","1657255.269","1588656.909"
"8","5","15","747","136","27","0.4","0.11","888.479","58.587","1661617.131","1592864.214"
"8","5","16","679","121","27","0.6","0.11","830.792","54.947","1591793.984","1525515.178"
"8","5","17","563","101","26","0.8","0.11","675.779","47.587","1345357.851","1287811.258"
"8","5","18","209","78","24","1","0.11","223.551","30.76","456368.409","430322.246"
"8","5","19","46","12","22","1.4","0.11","13.474","22.317","16450.654","5992.525"
"8","5","20","0","0","21","1.7","0.11","0","21","0","0"
"8","5","21","0","0","21","1.6","0.11","0","21","0","0"
"8","5","22","0","0","21","1.3","0.11","0","21","0","0"
"8","5","23","0","0","21","1.1","0.11","0","21","0","0"
"8","6","0","0","0","21","1.1","0.11","0","21","0","0"
"8","6","1","0","0","21","1","0.11","0","21","0","0"
"8","6","2","0","0","21","0.8","0.11","0","21","0","0"
"8","6","3","0","0","22","0.5","0.11","0","22","0","0"
"8","6","4","0","0","22","0.3","0.11","0","22","0","0"
"8","6","5","0","0","22","0.4","0.11","0","0","0","0"
"8","6","6","12","60","22","0.7","0.11","59.679","23.943","116528.608","102524.32"
"8","6","7","542","93","23","0.9","0.11","631.59","42.66","1282729.568","1227402.144"
"8","6","8","663","116","25","0.8","0.11","808.01","50.745","1577795.266","1512012.491"
"8","6","9","233","308","26","0.7","0.11","526.312","43.135","1030933.672","984528.377"
"8","6","10","83","368","27","0.6","0.11","425.496","41.186","823465.009","784411.154"
"8","6","11","16","283","28","0.7","0.11","285.06","37.214","547250.482","517984.006"
"8","6","12","11","229","28","1","0.11","238.457","35.101","454396.393","428420.106"
"8","6","13","21","314","28","1.4","0.11","322.921","36.751","622946.248","590997.57"
"8","6","14","79","376","28","1.8","0.11","431.518","38.741","842161.094","802444.762"
"8","6","15","0","61","28","1.7","0.11","46.621","29.187","86882.373","73928.569"
"8","6","16","11","186","27","1.2","0.11","162.789","31.66","321028.895","299778.349"
"8","6","17","0","100","27","0.8","0.11","79.126","29.515","154335.762","138991.817"
"8","6","18","0","42","26","0.4","0.11","31.357","27.114","58939.106","46975.443"
"8","6","19","0","2","25","0.3","0.11","1.573","25.049","1671.993","0"
"8","6","20","0","0","24","0.5","0.11","0","24","0","0"
"8","6","21","0","0","23","0.6","0.11","0","23","0","0"
"8","6","22","0","0","22","0.8","0.11","0","22","0","0"
"8","6","23","0","0","22","0.9","0.11","0","22","0","0"
"8","7","0","0","0","22","0.9","0.11","0","22","0","0"
"8","7","1","0","0","21","0.9","0.11","0","21","0","0"
"8","7","2","0","0","21","0.8","0.11","0","21","0","0"
"8","7","3","0","0","21","0.8","0.11","0","21","0","0"
"8","7","4","0","0","21","1","0.11","0","21","0","0"
"8","7","5","0","0","21","1.5","0.11","0","0","0","0"
"8","7","6","0","28","21","2.3","0.11","20.851","21.471","39098.154","27837.535"
"8","7","7","22","129","22","2.8","0.11","131.345","24.724","268400.126","249014.426"
"8","7","8","445","205","23","3","0.11","682.346","36.677","1399110.11","1339658.86"
"8","7","9","581","214","24","3.1","0.11","808.899","39.902","1626336.421","1558833.639"
"8","7","10","742","167","25","3","0.11","889.141","42.744","1759443.127","1687223.846"
"8","7","11","774","167","26","2.8","0.11","878.908","44.127","1722233.673","1651332.871"
"8","7","12","780","169","27","2.8","0.11","865.896","44.846","1687724.267","1618046.27"
"8","7","13","18","300","27","2.8","0.11","306.363","33.278","598122.376","567053.306"
"8","7","14","39","336","26","2.8","0.11","353.828","33.27","700306.358","665616.503"
"8","7","15","57","301","26","2.5","0.11","326.925","33.107","652240.713","619254.015"
"8","7","16","42","221","25","2.2","0.11","246.21","30.682","496415.465","468950.275"
"8","7","17","0","16","25","1.8","0.11","11.903","25.299","21620.777","10979.451"
"8","7","18","340","62","24","1.3","0.11","283.215","31.962","581038.382","550574.666"
"8","7","19","0","9","23","1","0.11","7.076","23.183","8263.97","0"
"8","7","20","0","0","22","1.2","0.11","0","22","0","0"
"8","7","21","0","0","22","1.8","0.11","0","22","0","0"
"8","7","22","0","0","22","2.6","0.11","0","22","0","0"
"8","7","23","0","0","21","3","0.11","0","21","0","0"
"8","8","0","0","0","21","3.1","0.11","0","21","0","0"
"8","8","1","0","0","20","3.3","0.11","0","20","0","0"
"8","8","2","0","0","20","3.5","0.11","0","20","0","0"
"8","8","3","0","0","20","3.4","0.11","0","20","0","0"
"8","8","4","0","0","20","3.2","0.11","0","20","0","0"
"8","8","5","0","0","20","3.3","0.11","0","0","0","0"
"8","8","6","136","73","20","3.7","0.11","159.455","22.851","327234.551","305764.114"
"8","8","7","325","146","21","4.1","0.11","470.469","28.981","997008.951","951805.744"
"8","8","8","484","184","22","4.4","0.11","697.792","33.322","1450846.136","1389561.673"
"8","8","9","345","282","23","4.6","0.11","627.822","32.877","1287157.226","1231672.912"
"8","8","10","244","373","23","4.8","0.11","608.868","32.3","1235681.416","1182021.094"
"8","8","11","733","196","24","4.8","0.11","872.206","37.338","1752017.544","1680061.38"
"8","8","12","766","184","24","4.7","0.11","866.65","37.418","1736765.797","1665350.064"
"8","8","13","788","164","24","4.6","0.11","881.797","37.845","1769171.877","1696607.867"
"8","8","14","778","150","24","4.4","0.11","892.245","38.409","1794447.69","1720988.057"
"8","8","15","742","137","24","4.1","0.11","882.334","38.887","1783982.79","1710893.971"
"8","8","16","610","139","23","3.8","0.11","781.185","36.803","1605229.616","1538474.733"
"8","8","17","555","101","22","3.3","0.11","666.31","34.761","1394057.752","1334785.527"
"8","8","18","150","76","21","2.7","0.11","187.426","24.955","387314.732","363715.415"
"8","8","19","0","7","20","2.3","0.11","5.504","20.107","6448.15","0"
"8","8","20","0","0","20","2.1","0.11","0","20","0","0"
"8","8","21","0","0","20","2","0.11","0","20","0","0"
"8","8","22","0","0","20","1.7","0.11","0","20","0","0"
"8","8","23","0","0","20","1.4","0.11","0","20","0","0"
"8","9","0","0","0","20","1.2","0.11","0","20","0","0"
"8","9","1","0","0","20","1.1","0.11","0","20","0","0"
"8","9","2","0","0","20","0.9","0.11","0","20","0","0"
"8","9","3","0","0","20","0.6","0.11","0","20","0","0"
"8","9","4","0","0","19","0.5","0.11","0","19","0","0"
"8","9","5","0","0","19","1.2","0.11","0","0","0","0"
"8","9","6","0","49","19","2.5","0.11","41.074","19.894","79858.745","67153.816"
"8","9","7","23","127","19","3.6","0.11","130.357","21.373","269973.843","250532.38"
"8","9","8","204","224","20","4.8","0.11","430.62","26.617","905127.234","863179.761"
"8","9","9","157","311","21","5.7","0.11","455.392","27.244","943021.587","899731.367"
"8","9","10","133","379","22","6","0.11","496.731","28.563","1015145.978","969300.104"
"8","9","11","329","397","23","5.6","0.11","698.794","32.659","1412297.484","1352378.953"
"8","9","12","178","445","24","5.1","0.11","603.236","32.826","1201321.608","1148878.791"
"8","9","13","836","136","25","4.4","0.11","891.229","39.379","1780067.13","1707117.058"
"8","9","14","787","147","25","3.8","0.11","896.323","40.765","1787215.983","1714012.599"
"8","9","15","273","311","25","3.4","0.11","583.442","35.906","1177267.411","1125676.93"
"8","9","16","262","231","24","3.2","0.11","511.787","33.911","1049820.375","1002745.849"
"8","9","17","111","154","23","3.1","0.11","273.285","28.393","567793.765","537799.359"
"8","9","18","0","60","22","3.5","0.11","50.999","22.94","99657.314","86250.843"
"8","9","19","28","8","21","4.1","0.11","7.752","21.112","9235.14","0"
"8","9","20","0","0","19","4.1","0.11","0","19","0","0"
"8","9","21","0","0","18","4.1","0.11","0","18","0","0"
"8","9","22","0","0","17","4","0.11","0","17","0","0"
"8","9","23","0","0","17","3.9","0.11","0","17","0","0"
"8","10","0","0","0","17","3.7","0.11","0","17","0","0"
"8","10","1","0","0","17","3.7","0.11","0","17","0","0"
"8","10","2","0","0","17","3.9","0.11","0","17","0","0"
"8","10","3","0","0","17","4","0.11","0","17","0","0"
"8","10","4","0","0","17","4.1","0.11","0","17","0","0"
"8","10","5","0","0","17","4.3","0.11","0","17","0","0"
"8","10","6","365","51","18","5","0.11","252.134","21.773","529764.362","501117.488"
"8","10","7","627","77","19","5.9","0.11","673.284","28.109","1447553.243","1386385.461"
"8","10","8","763","90","19","6.3","0.11","866.863","30.188","1834625.036","1759741.761"
"8","10","9","845","97","20","6.5","0.11","934.424","31.769","1946364.089","1867521.455"
"8","10","10","846","125","20","6.4","0.11","934.329","31.865","1929310.931","1851072.558"
"8","10","11","87","409","21","6.2","0.11","479.554","27.181","975164.004","930734.85"
"8","10","12","915","112","22","5.9","0.11","922.671","34.359","1877184.067","1800792.756"
"8","10","13","458","345","22","5.7","0.11","764.326","32.45","1551332.049","1486486.97"
"8","10","14","28","311","22","5.7","0.11","318.15","26.343","644576.714","611861.582"
"8","10","15","64","302","22","5.5","0.11","334.317","26.686","684754.848","650616.045"
"8","10","16","805","84","21","5","0.11","902.161","34.543","1876505.269","1800138.011"
"8","10","17","707","69","20","4.2","0.11","761.591","32.755","1611557.359","1544578.258"
"8","10","18","515","47","19","3.2","0.11","346.947","25.736","733451.736","697587.409"
"8","10","19","0","0","17","2.8","0.11","0","0","0","0"
"8","10","20","0","0","17","2.9","0.11","0","17","0","0"
"8","10","21","0","0","16","3.1","0.11","0","16","0","0"
"8","10","22","0","0","16","3.3","0.11","0","16","0","0"
"8","10","23","0","0","15","3.4","0.11","0","15","0","0"
"8","11","0","0","0","15","3.3","0.11","0","15","0","0"
"8","11","1","0","0","14","3.1","0.11","0","14","0","0"
"8","11","2","0","0","14","2.9","0.11","0","14","0","0"
"8","11","3","0","0","13","2.7","0.11","0","13","0","0"
"8","11","4","0","0","13","2.5","0.11","0","13","0","0"
"8","11","5","0","0","14","2.7","0.11","0","14","0","0"
"8","11","6","494","41","15","3.1","0.11","291.629","20.739","618488.264","586697.55"
"8","11","7","720","62","17","3.3","0.11","725.524","30.909","1547144.96","1482448.247"
"8","11","8","824","76","20","3.6","0.11","908.52","36.569","1880060.206","1803566.982"
"8","11","9","878","87","21","3.9","0.11","954.606","37.595","1947228.967","1868355.687"
"8","11","10","882","108","22","3.8","0.11","940.405","38.552","1896073.357","1819012.724"
"8","11","11","897","114","22","3.7","0.11","924.693","38.499","1856166.727","1780520.144"
"8","11","12","901","115","23","3.6","0.11","911.071","39.495","1818322.911","1744017.285"
"8","11","13","880","121","24","3.5","0.11","912.035","40.775","1813772.81","1739628.411"
"8","11","14","853","118","24","3.5","0.11","917.114","40.888","1830555.585","1755816.506"
"8","11","15","802","114","23","3.5","0.11","914.269","39.869","1844464.124","1769232.211"
"8","11","16","725","105","23","3.3","0.11","852.889","39.288","1741290.362","1669714.305"
"8","11","17","606","87","22","2.7","0.11","695.232","36.736","1446565.472","1385432.689"
"8","11","18","403","56","21","2","0.11","298.633","28.2","620949.538","589071.611"
"8","11","19","0","0","19","1.9","0.11","0","0","0","0"
"8","11","20","0","0","18","2","0.11","0","18","0","0"
"8","11","21","0","0","18","2.2","0.11","0","18","0","0"
"8","11","22","0","0","18","2.4","0.11","0","18","0","0"
"8","11","23","0","0","17","2.7","0.11","0","17","0","0"
"8","12","0","0","0","17","2.8","0.11","0","17","0","0"
"8","12","1","0","0","16","2.9","0.11","0","16","0","0"
"8","12","2","0","0","16","2.8","0.11","0","16","0","0"
"8","12","3","0","0","15","2.7","0.11","0","15","0","0"
"8","12","4","0","0","15","2.4","0.11","0","15","0","0"
"8","12","5","0","0","15","2.5","0.11","0","15","0","0"
"8","12","6","402","45","17","2.8","0.11","255.862","22.294","535929.071","507063.757"
"8","12","7","640","72","19","2.6","0.11","669.986","33.464","1412860.705","1352922.216"
"8","12","8","763","86","21","2.8","0.11","860.584","38.88","1764648.762","1692245.024"
"8","12","9","830","98","23","3","0.11","918.828","41.392","1847110.734","1771785.041"
"8","12","10","539","268","24","2.8","0.11","789.349","40.288","1570773.098","1505239.146"
"8","12","11","384","368","24","2.6","0.11","716.563","39.276","1415867.284","1355822.26"
"8","12","12","322","410","25","2.5","0.11","694.008","40.032","1355803.888","1297887.15"
"8","12","13","335","394","25","2.4","0.11","696.925","40.404","1367456.167","1309126.542"
"8","12","14","487","292","24","2.2","0.11","760.368","41.511","1502414.022","1439302.303"
"8","12","15","685","170","24","2","0.11","864.629","44.787","1708573.73","1638156.954"
"8","12","16","607","149","24","1.9","0.11","785.688","43.336","1576136.868","1510412.856"
"8","12","17","491","115","23","1.6","0.11","613.002","39.134","1259748.206","1205235.102"
"8","12","18","284","69","22","1.2","0.11","253.032","29.271","519142.367","490871.873"
"8","12","19","0","0","20","1.2","0.1","0","0","0","0"
"8","12","20","0","0","19","1.4","0.1","0","19","0","0"
"8","12","21","0","0","19","1.5","0.1","0","19","0","0"
"8","12","22","0","0","18","1.6","0.1","0","18","0","0"
"8","12","23","0","0","18","1.8","0.1","0","18","0","0"
"8","13","0","0","0","18","1.9","0.1","0","18","0","0"
"8","13","1","0","0","18","1.8","0.1","0","18","0","0"
"8","13","2","0","0","18","1.8","0.1","0","18","0","0"
"8","13","3","0","0","18","1.8","0.1","0","18","0","0"
"8","13","4","0","0","18","1.7","0.1","0","18","0","0"
"8","13","5","0","0","18","1.7","0.1","0","18","0","0"
"8","13","6","0","3","19","1.9","0.1","2.216","19.054","3735.019","0"
"8","13","7","34","127","20","2.2","0.1","154.507","23.58","319708.086","298504.341"
"8","13","8","658","118","22","2.3","0.1","800.411","40.21","1630228.742","1562588.04"
"8","13","9","482","229","23","2.4","0.1","723.625","39.089","1457279.261","1395766.847"
"8","13","10","429","298","23","2.1","0.1","715.27","39.801","1421994.628","1361732.489"
"8","13","11","367","376","22","1.5","0.1","708.318","40.839","1390612.812","1331462.655"
"8","13","12","481","348","22","1.2","0.1","771.041","43.977","1493455.273","1430660.998"
"8","13","13","478","335","23","1.5","0.1","769.025","43.464","1498892.521","1435905.583"
"8","13","14","700","195","23","1.7","0.1","863.976","45.066","1692711.927","1622857.197"
"8","13","15","187","318","24","1.6","0.1","487.116","36.711","975060.775","930635.279"
"8","13","16","403","206","24","1.2","0.1","619.758","41.818","1243238.291","1189310.199"
"8","13","17","0","87","23","0.8","0.1","67.704","25.153","133808.337","119191.759"
"8","13","18","222","72","22","0.7","0.1","211.637","28.913","431168.916","406015.671"
"8","13","19","0","0","20","0.9","0.1","0","0","0","0"
"8","13","20","0","0","20","1.1","0.1","0","20","0","0"
"8","13","21","0","0","19","1.1","0.1","0","19","0","0"
"8","13","22","0","0","19","1.1","0.1","0","19","0","0"
"8","13","23","0","0","19","1.1","0.1","0","19","0","0"
"8","14","0","0","0","18","1.2","0.1","0","18","0","0"
"8","14","1","0","0","18","1","0.1","0","18","0","0"
"8","14","2","0","0","19","0.7","0.1","0","19","0","0"
"8","14","3","0","0","18","0.6","0.1","0","18","0","0"
"8","14","4","0","0","18","0.8","0.1","0","18","0","0"
"8","14","5","0","0","18","1","0.1","0","18","0","0"
"8","14","6","0","15","18","1.3","0.1","11.118","18.31","20374.856","9777.677"
"8","14","7","0","13","19","1.7","0.1","9.646","19.247","17903.08","7393.487"
"8","14","8","0","87","19","2","0.1","65.229","20.566","129936.012","115456.646"
"8","14","9","2","166","20","2.4","0.1","131.545","22.913","264195.612","244958.894"
"8","14","10","22","284","20","2.8","0.1","270.644","25.564","548168.401","518869.399"
"8","14","11","19","297","20","3.4","0.1","300.712","25.583","605974.075","574626.788"
"8","14","12","19","307","20","3.9","0.1","323.264","25.548","646727.538","613936.194"
"8","14","13","57","386","20","4.3","0.1","430.207","26.996","871623.252","830862.958"
"8","14","14","76","362","21","4.5","0.1","412.243","27.541","840102.617","800459.225"
"8","14","15","23","249","21","4.5","0.1","223.899","24.559","455942.686","429911.607"
"8","14","16","68","223","20","4.3","0.1","276.051","24.527","574180.566","543959.849"
"8","14","17","0","80","20","4.2","0.1","61.317","21.021","122809.226","108582.39"
"8","14","18","11","61","19","4.3","0.1","60.501","19.991","120225.463","106090.181"
"8","14","19","0","0","19","4.4","0.1","0","0","0","0"
"8","14","20","0","0","18","4.4","0.1","0","18","0","0"
"8","14","21","0","0","18","4.2","0.1","0","18","0","0"
"8","14","22","0","0","18","4","0.1","0","18","0","0"
"8","14","23","0","0","18","3.8","0.1","0","18","0","0"
"8","15","0","0","0","18","3.8","0.1","0","18","0","0"
"8","15","1","0","0","18","3.8","0.1","0","18","0","0"
"8","15","2","0","0","18","3.9","0.1","0","18","0","0"
"8","15","3","0","0","18","4","0.1","0","18","0","0"
"8","15","4","0","0","18","3.9","0.1","0","18","0","0"
"8","15","5","0","0","18","4","0.1","0","18","0","0"
"8","15","6","308","52","19","4.3","0.1","217.985","22.57","450929.796","425076.344"
"8","15","7","585","83","20","4.7","0.1","624.367","29.773","1332645.359","1275549.219"
"8","15","8","181","218","21","4.9","0.1","401.718","27.095","841958.94","802249.771"
"8","15","9","474","230","22","4.9","0.1","715.557","32.838","1475321.616","1413169.889"
"8","15","10","875","106","23","4.9","0.1","924.549","36.993","1876142.067","1799787.678"
"8","15","11","907","104","23","5","0.1","914.651","36.652","1850214.602","1774778.926"
"8","15","12","922","102","23","5.1","0.1","907.048","36.363","1833471.88","1758629.465"
"8","15","13","901","111","24","5.2","0.1","912.408","37.281","1840263.113","1765180.058"
"8","15","14","893","101","23","5","0.1","930.11","36.898","1887004.539","1810265.249"
"8","15","15","869","91","23","4.6","0.1","939.373","37.812","1913493.599","1835815.697"
"8","15","16","820","79","22","4.1","0.1","905.29","37.334","1866497.66","1790485.011"
"8","15","17","726","64","21","3.3","0.1","753.965","35.453","1581079.693","1515180.537"
"8","15","18","529","42","19","2.5","0.1","321.73","26.038","673977.851","640220.92"
"8","15","19","0","0","17","2.2","0.1","0","0","0","0"
"8","15","20","0","0","17","2","0.1","0","17","0","0"
"8","15","21","0","0","16","1.9","0.1","0","16","0","0"
"8","15","22","0","0","16","1.9","0.1","0","16","0","0"
"8","15","23","0","0","15","1.9","0.1","0","15","0","0"
"8","16","0","0","0","15","1.9","0.1","0","15","0","0"
"8","16","1","0","0","14","2","0.1","0","14","0","0"
"8","16","2","0","0","14","2.2","0.1","0","14","0","0"
"8","16","3","0","0","14","2.3","0.1","0","14","0","0"
"8","16","4","0","0","14","2.2","0.1","0","14","0","0"
"8","16","5","0","0","15","2.2","0.1","0","15","0","0"
"8","16","6","467","39","17","2.5","0.1","261.722","22.707","545188.563","515995.148"
"8","16","7","701","62","19","2.8","0.1","685.386","33.285","1448177.576","1386987.67"
"8","16","8","814","75","21","2.6","0.1","892.442","40.218","1823402.194","1748916.588"
"8","16","9","876","85","23","2.4","0.1","943.818","44.021","1880752.403","1804234.651"
"8","16","10","909","92","24","2.1","0.1","939.531","46.121","1842716.826","1767546.826"
"8","16","11","926","96","24","1.9","0.1","921.006","46.551","1795035.595","1721555.131"
"8","16","12","931","98","25","1.7","0.1","908.349","48.187","1755647.055","1683562.284"
"8","16","13","914","103","25","1.4","0.1","913.622","49.943","1756034.318","1683935.824"
"8","16","14","894","100","26","1.2","0.1","928.318","52.601","1773102.729","1700399.434"
"8","16","15","855","94","25","1","0.1","928.122","53.004","1782924.76","1709873.431"
"8","16","16","789","85","25","0.9","0.1","881.393","52.366","1714568.841","1643939.634"
"8","16","17","679","70","24","0.8","0.1","717.869","46.954","1439088.763","1378220.91"
"8","16","18","466","45","23","0.8","0.1","293.177","32.322","596369.249","565362.299"
"8","16","19","0","0","21","0.8","0.1","0","21","0","0"
"8","16","20","0","0","20","1","0.1","0","20","0","0"
"8","16","21","0","0","19","1.2","0.1","0","19","0","0"
"8","16","22","0","0","18","1.4","0.1","0","18","0","0"
"8","16","23","0","0","17","1.6","0.1","0","17","0","0"
"8","17","0","0","0","16","1.8","0.1","0","16","0","0"
"8","17","1","0","0","16","2","0.1","0","16","0","0"
"8","17","2","0","0","16","2.1","0.1","0","16","0","0"
"8","17","3","0","0","16","2.2","0.1","0","16","0","0"
"8","17","4","0","0","16","2.2","0.1","0","16","0","0"
"8","17","5","0","0","16","2.4","0.1","0","16","0","0"
"8","17","6","364","44","18","2.9","0.1","226.049","22.587","467265.132","440832.855"
"8","17","7","602","76","20","3.2","0.1","622.11","32.118","1316871.015","1260333.823"
"8","17","8","286","202","22","3.5","0.1","503.534","31.309","1047622.857","1000626.198"
"8","17","9","792","109","23","3.9","0.1","898.134","38.614","1824971.724","1750430.504"
"8","17","10","830","118","24","4.1","0.1","899.918","39.167","1810670.498","1736636.027"
"8","17","11","365","372","25","4.2","0.1","698.561","36.557","1394467.209","1335180.475"
"8","17","12","304","408","26","4.1","0.1","672.007","37.248","1326185.934","1269318.678"
"8","17","13","346","383","26","4","0.1","691.314","37.762","1371784.077","1313301.096"
"8","17","14","750","159","26","3.9","0.1","862.83","40.958","1720560.805","1649719.279"
"8","17","15","23","248","25","3.6","0.1","223.19","29.037","446921.581","421210.157"
"8","17","16","111","225","25","2.9","0.1","340.064","31.919","693930.552","659466.618"
"8","17","17","147","139","24","2","0.1","284.959","30.882","589107.575","558357.935"
"8","17","18","332","53","22","1.5","0.1","238.509","28.381","487380.953","460235.892"
"8","17","19","0","0","21","1.6","0.1","0","21","0","0"
"8","17","20","0","0","20","1.7","0.1","0","20","0","0"
"8","17","21","0","0","19","1.7","0.1","0","19","0","0"
"8","17","22","0","0","19","1.6","0.1","0","19","0","0"
"8","17","23","0","0","18","1.6","0.1","0","18","0","0"
"8","18","0","0","0","18","1.6","0.1","0","18","0","0"
"8","18","1","0","0","18","1.5","0.1","0","18","0","0"
"8","18","2","0","0","17","1.5","0.1","0","17","0","0"
"8","18","3","0","0","17","1.6","0.1","0","17","0","0"
"8","18","4","0","0","17","1.6","0.1","0","17","0","0"
"8","18","5","0","0","17","1.9","0.1","0","17","0","0"
"8","18","6","179","56","18","2.3","0.1","158.134","21.57","322105.087","300816.407"
"8","18","7","407","116","20","2.4","0.1","498.784","31.162","1052088.223","1004933.338"
"8","18","8","552","152","23","2.6","0.1","722.549","38.547","1478743.248","1416470.279"
"8","18","9","640","176","24","2.9","0.1","826.318","40.815","1660724.746","1592003.449"
"8","18","10","706","184","25","3.3","0.1","856.741","41.28","1706210.094","1635877.07"
"8","18","11","736","192","26","3.6","0.1","852.479","41.434","1688245.916","1618549.434"
"8","18","12","748","193","26","3.7","0.1","840.205","40.971","1662129.945","1593358.856"
"8","18","13","16","277","26","3.7","0.1","280.325","30.969","551793.8","522366.336"
"8","18","14","210","371","26","3.5","0.1","555.272","36.193","1108642.019","1059483.208"
"8","18","15","519","219","26","3.2","0.1","741.184","40.334","1486686.552","1424132.12"
"8","18","16","561","142","25","2.7","0.1","728.894","40.401","1479733.302","1417425.251"
"8","18","17","203","139","24","1.8","0.1","350.26","32.819","724305.57","688765.328"
"8","18","18","400","47","22","1.2","0.1","258.59","29.419","527407.701","498844.333"
"8","18","19","0","0","20","1.1","0.1","0","20","0","0"
"8","18","20","0","0","20","1.1","0.1","0","20","0","0"
"8","18","21","0","0","19","1.2","0.1","0","19","0","0"
"8","18","22","0","0","18","1.4","0.1","0","18","0","0"
"8","18","23","0","0","17","1.5","0.1","0","17","0","0"
"8","19","0","0","0","17","1.6","0.1","0","17","0","0"
"8","19","1","0","0","16","1.6","0.1","0","16","0","0"
"8","19","2","0","0","16","1.6","0.1","0","16","0","0"
"8","19","3","0","0","16","1.6","0.1","0","16","0","0"
"8","19","4","0","0","16","1.6","0.1","0","16","0","0"
"8","19","5","0","0","17","1.5","0.1","0","17","0","0"
"8","19","6","415","37","19","1.7","0.1","231.06","24.896","472527.855","445909.098"
"8","19","7","664","62","21","1.7","0.1","640.752","37.519","1331160.819","1274117.283"
"8","19","8","784","75","23","1.6","0.1","860.416","45.612","1722550.134","1651638.118"
"8","19","9","849","85","24","1.7","0.1","913.777","47.425","1797675.168","1724101.173"
"8","19","10","886","92","25","1.7","0.1","912.419","48.337","1774628.158","1701870.811"
"8","19","11","904","97","26","1.6","0.1","895.222","49.37","1725912.573","1654881.412"
"8","19","12","908","99","26","1.4","0.1","881.559","50.061","1691480.639","1621669.539"
"8","19","13","881","110","26","1.2","0.1","884.963","51.329","1691561.68","1621747.708"
"8","19","14","860","106","26","1.1","0.1","898.328","52.381","1717578.082","1646842.245"
"8","19","15","822","99","26","0.9","0.1","908.886","54.14","1738356.451","1666884.354"
"8","19","16","764","85","26","0.6","0.1","853.893","54.765","1645968.227","1577769.812"
"8","19","17","641","71","25","0.5","0.1","666.18","48.159","1327685.948","1270765.54"
"8","19","18","399","45","24","0.5","0.1","251.677","32.684","505311.907","477531.481"
"8","19","19","0","0","22","0.7","0.1","0","22","0","0"
"8","19","20","0","0","21","1","0.1","0","21","0","0"
"8","19","21","0","0","20","1.2","0.1","0","20","0","0"
